RPM,Coolant Temperature (°C),Vehicle Speed (km/h),Intake Air Mass (g/s),High RPM,High Coolant Temperature,Low Speed,High Intake Air Mass,Low Intake Air Mass,Thermostat Issue,Airflow Restriction
3406.0,84.57040954567736,56.0,6.174775979229485,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3145.0,79.59260297657126,86.0,7.001358743831927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2824.0,76.5124721910281,21.0,2.865361757125613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113.0,82.41564196597794,114.0,8.73965450137982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2498.0,82.75497197221176,65.0,4.164621811119003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1732.0,73.96344411917116,86.0,2.859635328569319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639.0,76.41367673686263,105.0,2.506124182664997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2531.0,85.09334771661966,103.0,8.015183093069986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3456.0,73.15301562540424,104.0,6.561171090751733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3163.0,89.42119890894213,65.0,7.550287877171217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310.0,74.11841483529524,33.0,7.350925789448857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1816.0,71.29101144442181,78.0,6.910847769425842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2938.0,73.24388536451862,64.0,7.678882775020108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1942.0,83.23598245930926,46.0,4.770141416933387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1296.0,74.7099264407517,99.0,8.376070975333189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2695.0,81.2817813885136,69.0,5.42926381076177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700.0,78.44649770168397,56.0,6.801086174992685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736.0,77.42922270483078,79.0,7.833413846082782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2614.0,77.53939796140097,57.0,7.334944332129776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3343.0,87.3552331259908,22.0,4.886316188812679,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003.0,87.18123379083164,86.0,3.5047798414502256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430.0,84.48875695853732,98.0,7.289751282701725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3160.0,79.57360771939194,56.0,8.45568545178893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930.0,84.81704866395107,91.0,7.437391837578333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3052.0,86.75393186274152,31.0,8.582211782860327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3406.0,77.64970126789247,32.0,8.062650912055414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2048.0,81.69084044770389,104.0,4.080155559279447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1498.0,86.95382068136237,74.0,5.892058098440234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1423.0,82.98911496740337,114.0,8.63642509212725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2684.0,87.68895848163241,81.0,4.277498500937368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396.0,72.47728285012155,40.0,5.943196762044227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2707.0,78.21916160385891,100.0,6.677134833271332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2470.0,72.5313632718216,94.0,4.561027637964493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2821.0,82.32389071536632,26.0,6.375369188135561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838.0,87.45695148153195,115.0,7.0072294693568224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1891.0,70.98800925064188,49.0,4.809775381739608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2328.0,86.87887039683042,37.0,3.1926521980957467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809.0,84.51825133939268,65.0,3.5367500399324374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975.0,76.68733607581215,105.0,5.919065569096034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1154.0,84.35126163374208,44.0,3.4863530899051662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1633.0,71.47491496803157,44.0,6.260085195708225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1790.0,81.85958023416694,28.0,4.890452001810735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1542.0,84.97188037206762,29.0,8.494011126271701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023.0,86.86236273374446,72.0,6.657132123208231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810.0,73.81990375999294,115.0,3.5382079563339683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2914.0,74.76486520403161,42.0,5.554044659162002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049.0,70.87610895919434,69.0,7.98191725576339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1951.0,79.70521735030965,61.0,8.570731704688267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1587.0,76.80214434046346,39.0,5.559537928056437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093.0,84.18212348618124,39.0,2.8034475024041936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2849.0,71.73091235115554,84.0,2.694224429268647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998.0,72.3363953039703,59.0,5.278387889843333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049.0,70.45920631127774,113.0,8.06325638410487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030.0,86.11668602341729,89.0,8.731480368000092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1883.0,81.55324458490115,65.0,7.917663534388785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1829.0,72.36481823066245,27.0,8.586427021175322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921.0,89.61934852280329,54.0,7.472866390222253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065.0,89.14887057773167,78.0,8.28137834450192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2606.0,83.95461609739348,89.0,4.770508442172174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1261.0,74.4027710884385,65.0,6.574795357285158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2485.0,84.86583545593726,28.0,8.413590715053488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1797.0,71.31659418177523,59.0,6.093044314864259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1801.0,80.94230731836173,83.0,2.640281600201285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1635.0,79.38476103051772,63.0,3.6861499664252304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127.0,73.10488569050769,109.0,3.569726757065334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099.0,84.83185935302537,40.0,2.9540837338045454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824.0,79.68796267843992,118.0,8.996437677182747,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192.0,74.60076704852364,60.0,7.381488022988393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946.0,70.88804811695157,45.0,2.7116790902880403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975.0,80.35245269206926,104.0,8.83615475666264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883.0,78.05877784424331,25.0,8.436925715261935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2498.0,85.0418263823754,49.0,8.398289879863476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3325.0,89.94253188713466,100.0,2.598893943878277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2749.0,86.47025705953011,23.0,7.663038473227424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1203.0,71.39016298706987,52.0,6.110547299343399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3416.0,77.65167526470282,68.0,5.702423648405819,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2803.0,74.44744962916202,38.0,8.010530931006098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2269.0,76.94518945756691,105.0,6.33912861735463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3174.0,79.67035331515198,54.0,6.012524509041766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933.0,86.43493342860864,37.0,5.219779834887527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2742.0,70.3233741464959,61.0,4.9497769567887815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2808.0,81.06131839974059,112.0,7.167443174414838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2464.0,83.25920560930574,22.0,5.61956462199832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2580.0,75.52947066100562,75.0,3.198962369400258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1943.0,74.0201675631449,89.0,6.159530547724561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,76.5279521672111,61.0,7.195706344568471,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2549.0,76.01007170174884,116.0,4.627127225970052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737.0,85.79278039903969,107.0,4.317847530691994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3372.0,84.15544794734573,114.0,5.958692114809549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2420.0,75.38670164413816,41.0,5.582989423942498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2556.0,75.62211578988514,30.0,4.322483833886906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977.0,82.66152574223162,65.0,2.69609926011816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2605.0,85.41739794101203,115.0,4.747763391761278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393.0,75.13116784398272,27.0,5.344476660099923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2177.0,76.56188618747197,70.0,8.811389309984191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1461.0,84.33451668302466,107.0,7.468186034355471,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1659.0,85.86734346066739,86.0,3.1078372925404927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1154.0,83.74358551416346,44.0,7.696574501134294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1444.0,76.23831536811201,113.0,2.598395233871348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2134.0,73.6563512221978,40.0,5.462742538745552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964.0,84.69275849678225,22.0,6.794266638741847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2778.0,89.1971702731681,28.0,8.839431538671903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2199.0,78.19757040307903,50.0,8.357980007272488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3480.0,86.23222946975599,42.0,5.440997550435968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1441.0,79.63153532618747,28.0,5.073102497493415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1788.0,89.21231591594943,39.0,2.8539609840501527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1668.0,80.87104711441339,66.0,2.985618517871292,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2250.0,79.8458898270742,116.0,5.606736274307348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1050.0,73.3042654362954,85.0,3.282172674477668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735.0,73.94880909845716,28.0,8.430472064812596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2839.0,77.88625938377483,29.0,7.926718886865395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959.0,73.81678740995892,21.0,5.9987646914084864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2894.0,74.42171870273783,48.0,5.600027348542598,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2394.0,81.832860985466,58.0,7.217569395811427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2357.0,88.66108081397672,92.0,8.726084840786557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2356.0,72.24884039319582,58.0,8.356010198771505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2199.0,80.79764853913787,85.0,2.7851890147842404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
912.0,75.55735210319585,84.0,8.023914893618663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2418.0,72.72506765250142,36.0,5.890378623723435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3027.0,74.28705268140003,48.0,5.493315697974012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2990.0,71.19075126330137,59.0,7.825406056425772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1471.0,75.32177692170649,107.0,6.8832209627317855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212.0,83.90243985860411,58.0,4.4547399813047575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641.0,83.79766182001075,24.0,3.159661841076491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170.0,89.59182971355476,75.0,3.616249592663374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2511.0,78.50320157162804,81.0,7.916039330018278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1744.0,71.92956772837228,119.0,6.656313829126343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1330.0,84.01093273929219,82.0,7.57854274484672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3384.0,89.82887207538352,63.0,4.399860471671167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2459.0,79.90799962700669,117.0,7.976986747409978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3203.0,79.62228643907888,112.0,8.491270746705975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3331.0,89.73547182190948,97.0,5.2303669172552425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1566.0,75.17821885994783,59.0,8.486156619068309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916.0,84.00315685026506,27.0,8.418175070748738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3277.0,75.56006208414533,118.0,7.934821094570143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2267.0,79.52752568933028,61.0,6.455592998118571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2282.0,80.88704570046976,81.0,3.948091436185921,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1227.0,78.40414782967234,40.0,6.982303958057872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097.0,82.2388922352969,20.0,5.238174056043729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2102.0,82.30596599095168,88.0,4.470847448432043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1251.0,75.40168653236039,39.0,8.237210518202398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2205.0,85.99980776405927,33.0,6.691707039463011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1480.0,76.66481029920517,95.0,7.573458636986874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978.0,81.9563531039834,34.0,3.186159872690292,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2805.0,79.03318200083248,43.0,2.6519056317869723,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2538.0,77.5107568721115,76.0,8.82436713039658,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1503.0,72.28038598523723,44.0,4.658855619635771,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1864.0,84.44610945329623,70.0,4.938866415928136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2545.0,75.92289627906248,55.0,8.877795286240143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3159.0,75.15460875622222,88.0,5.126297834946101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,70.10067478106492,112.0,2.5701832638714928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3362.0,75.24611218222408,91.0,3.5605565960628764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2448.0,74.83562344637467,33.0,8.089104053798826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3466.0,74.18750223330706,81.0,3.916385899812661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2299.0,77.64666546598455,44.0,2.9830980566924565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1766.0,77.88652490447112,80.0,5.337366192831679,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3264.0,75.4196976109353,39.0,8.827713035196394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127.0,71.16537400252346,104.0,8.774503591613326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2498.0,81.72183476561558,104.0,3.3387916962875623,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3119.0,85.8461585120888,85.0,3.2879586285359803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3416.0,89.46620989615279,35.0,4.60964981425032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2893.0,74.36112224672733,24.0,4.124313322419939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1561.0,73.40014877543646,99.0,5.492096407037368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3326.0,85.98022005237294,118.0,3.6229643561212113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2519.0,84.29190445717568,118.0,8.661754462054564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2958.0,73.96345903408746,68.0,3.042129459336725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2460.0,72.07952223571368,38.0,8.910144040150882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402.0,84.15043510202983,68.0,5.553294653328557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852.0,71.72019458553012,52.0,7.25958009866091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2063.0,86.8745728578087,90.0,2.659181274492162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3238.0,70.2799138043198,104.0,5.453849788997741,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1514.0,80.80326738143765,38.0,8.768041154570042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1306.0,76.62105910042929,34.0,5.319153121259848,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2211.0,76.86294220298049,65.0,6.880843759939033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3339.0,70.8730040142144,57.0,7.558950274956931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952.0,74.03624892874818,94.0,4.882287700800249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2167.0,83.17760478439722,45.0,5.675214733266962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1346.0,81.17725913106233,69.0,5.925550666650368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1433.0,82.04435762943451,94.0,5.9290046067052415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008.0,80.1450468051226,27.0,8.122768202878387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1224.0,84.2792592478998,70.0,5.044250790717352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3239.0,81.65441958378315,20.0,8.196622965145231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3283.0,74.27157730531326,53.0,2.849730632204116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2802.0,83.98349277083192,55.0,6.67108418251385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3035.0,72.22190662656543,107.0,8.452422298888827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3489.0,70.8692483360345,82.0,3.845831874006638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
895.0,82.2597377926769,31.0,6.476195553428812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072.0,76.61805507354933,93.0,5.403137669544964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3482.0,85.66157222227437,85.0,3.995933455224741,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1438.0,78.0455727837632,20.0,8.897047581686767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3066.0,83.53363531575002,83.0,3.719587322777594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3373.0,72.40171461207645,34.0,8.869560897601168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3101.0,87.11332702411487,104.0,6.488020353458719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1603.0,82.72261917422502,100.0,4.3569812928385865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357.0,76.89073467810667,86.0,6.898878008012753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843.0,73.1650129247127,28.0,8.906752077626145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2106.0,84.05511054851716,26.0,5.535443135382772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3359.0,78.46125843243368,60.0,4.369941320574031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2428.0,86.29700377911706,69.0,6.417282900314843,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890.0,87.36195262348029,50.0,2.5402511838772446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1644.0,88.70937786670902,98.0,4.041610117141948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1553.0,73.88889268914433,81.0,5.575023377091549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2995.0,89.74045625461343,105.0,4.880560555254954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2254.0,70.64147234006882,72.0,3.786961382785599,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1608.0,87.9286710608135,113.0,5.291195718453821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3223.0,76.98130790444456,56.0,5.800639208005048,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2239.0,78.49047808107228,114.0,2.957122805507628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1487.0,77.36801006149679,87.0,7.481844340706688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3452.0,86.48397813953096,54.0,8.234925719998177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972.0,83.27119544852037,60.0,6.764308852137174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1831.0,86.41793062535052,71.0,5.271354165258012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166.0,80.18059310061027,73.0,3.148291474623801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2396.0,89.91062363476316,65.0,5.5022149663091495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2429.0,76.52089784583896,40.0,8.370751478911293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1732.0,80.81551339611572,73.0,6.184181943944305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810.0,84.240846388795,20.0,8.18289178350158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2178.0,87.15475817506707,108.0,4.956501890393184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902.0,75.98261018839892,113.0,6.616094886176594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810.0,88.57074815707179,36.0,3.3632122404669005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2699.0,85.95788263872844,108.0,6.1838686984608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1644.0,80.51244963446887,100.0,6.1662900762184485,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636.0,81.38841467449099,75.0,4.212244151189386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823.0,82.27467054863874,44.0,3.8344013598545823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3326.0,76.56214477497151,62.0,4.635467844534188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362.0,87.42823148226819,52.0,8.085007169497906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3312.0,82.05061178764959,53.0,2.9668950473537814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531.0,81.54871517787257,29.0,7.704762899584557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2197.0,82.03445024557949,95.0,3.9968878424331256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183.0,88.99537483530986,70.0,2.9854694170528564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
